judul,url,sumber,tanggal,ringkasan,keyword,metode_scraping,konten
"Pekanbaru Segera Punya Kompleks Olahraga Terpadu Modern, Ada Padel Hingga Kolam Renang - Riau Online",https://news.google.com/rss/articles/CBMi3gFBVV95cUxOOWtHNEJieUx3SktvRnZqeEYyN3BtMVdrWlhEV1lNUHotUTB4a0xXXzJ5Y0xGdFJtWERBbVRieTJHaXNRMGFzT2xVUHBBTFhqaTY2eHpvbGtwUGdDTlM0cDJJeXN4ek1Ya1FrSWF6SmdxenRTam5faVNMUTRGUlo1emdxZ1o5OVhEMDVCNkE5cUFWNW5hLVUzNU1BSlRodFlwQ0hySzBDNFlpcERveTJqQUhCYzEyR2hUc2k5S3owSE9xdGhZc2ZvUUNwWmY2bTFPODZYVjNrNWF1dnJtOXc?oc=5,Riau Online,2025-10-23 07:00:00,"Pekanbaru Segera Punya Kompleks Olahraga Terpadu Modern, Ada Padel Hingga Kolam Renang&nbsp;&nbsp;Riau Online",padel sport,google_news_180d,"Pekanbaru Segera Punya Kompleks Olahraga Terpadu Modern, Ada Padel Hingga Kolam Renang&nbsp;&nbsp;Riau Online"
"Sport Marketing Bank Neo Commerce, Dorong Inklusi Keuangan Digital - Marketeers",https://news.google.com/rss/articles/CBMimAFBVV95cUxQeXNLdE9vYXVPdWlOSEFGN0VWMFZwMUREazFnbC1sdzV6VWdzNXc0VWJjazdZaW45QVRYY2ZtRTExYWNmcHdjZF9xcndWZGFMQ2hGNWlhTUhCQ2ducncxaGhuX0l0T0pJVEhjaEttUk1nNlNNYVhqMTF5b0x3SkJIZkpCSGdVUEo0ZzZFeS1HRURKWjZSdTZBMw?oc=5,Marketeers,2025-11-17 08:00:00,"Sport Marketing Bank Neo Commerce, Dorong Inklusi Keuangan Digital&nbsp;&nbsp;Marketeers",padel sport,google_news_180d,"Sport Marketing Bank Neo Commerce, Dorong Inklusi Keuangan Digital&nbsp;&nbsp;Marketeers"
"Olahraga Padel Makin Diminati, Peserta Berbagai Daerah Ramaikan Kejuaraan di Padel Ground - Suara Merdeka - Suara Merdeka",https://news.google.com/rss/articles/CBMi0wFBVV95cUxNTG1XeWNmS0QxTjNPbF9LRFM2OUFGdEFhUjRCLTAyOU9EM3c5WnRoVWs3TDBZR3F5Qmg0SEEyV2x1M1IyejBDWHhpcG5JTlhjXzMyaldFcjdZUTFoc1F2WExPNnJJcDhERmdTMk83UE1OOWR4VnJjUkdLZUVqYXNmdFJXczR6RGZQekc1SU9HNWtMMWFaajBEZGtKZVJlM1pJT25ndTJlTklmVUl2SVpSdkw3emZrZXRySWJDNDNNVnpnazR2UVRmVU0tOVE5cmI1ckdj0gHYAUFVX3lxTE9LSzNkNkxRMk10dm1scUx3V0E2b242Q3duUEFEeXR6Y21Ja29kOU9NLWpQN1VpSFJoSE5hc1RsV01JYjFiUWFHcTEtYlJDLXVZTXE2MUZOSTQ4Y0c3X3NJR0otbk5sM0JqWU9VUlBvQm5OV2ZzbEVqV3k0OGVSVEl0UkhHVWZac0hUb2JvcURoQXRKLXQ4YUQ3ZzRQZUF6RndYai1sTWtrYjNjSFJibXpHWGVEWjY3OVdCaU50TXR6S0M0aXRPLW1jSmVxVWFyck9LRm1KUnpQTg?oc=5,Suara Merdeka,2025-10-25 07:00:00,"Olahraga Padel Makin Diminati, Peserta Berbagai Daerah Ramaikan Kejuaraan di Padel Ground - Suara Merdeka&nbsp;&nbsp;Suara Merdeka",padel sport,google_news_180d,"Olahraga Padel Makin Diminati, Peserta Berbagai Daerah Ramaikan Kejuaraan di Padel Ground - Suara Merdeka&nbsp;&nbsp;Suara Merdeka"
"Terinspirasi Olahraga Padel, Aeris Beauté Rilis Koleksi The Club Series - Marketeers",https://news.google.com/rss/articles/CBMinwFBVV95cUxNTVdidlhGOWZmcHBWLVBaSXN4dFRPQnpLbHVBWUdRZHhvdzZMeWVsdVBKVnB4R09XZlFYSnRtMFdTUjBwQ1llZDVTaTY2U2k2YnRWUHRqZndJV0dvZUdpQnhkVmNBZTJSN1c5OUJES01FMEp4RE90VHNYWjhqeVc5SGgxNWRGV2dnNWIyYU9nZUxwdTR4cXR2QWE4NVgxb00?oc=5,Marketeers,2025-11-20 08:00:00,"Terinspirasi Olahraga Padel, Aeris Beauté Rilis Koleksi The Club Series&nbsp;&nbsp;Marketeers",padel sport,google_news_180d,"Terinspirasi Olahraga Padel, Aeris Beauté Rilis Koleksi The Club Series&nbsp;&nbsp;Marketeers"
"Demam Padel Mulai Surut, Industri Terancam Bangkrut - detikFinance",https://news.google.com/rss/articles/CBMirAFBVV95cUxOcjM4Q1o5c1VSNGo3Nl9TNl8yMnJuUzgtRVNIZVFUY1NOX0hXRWV5SXFvcmdtbmJoLVFfMWFrMVJNN0hOZDRHZUFMMjVlQ253NGVlMmpxTmN6aWxuZ1lDSGRTVDhNeTlUMHFoRUd6UFFQUEU1YkJYWk9LOU02WVlQMzNVZkNFZHZwV1liRXQ3ZldROUZBZEhxbjNTbkU3eVYwTjdZOGJJcnc5aXZL0gGyAUFVX3lxTE9JaWRhaU05RHNVUXBHWmpKVEVEMzg5elMwTm85T1c1QUoxOGVXWWlrVDgzUVp0eW5ONWh5LUtpYXYyWmhUbk13T2dZVlEyTnFTQ1hSaTRxd2hkbDdRTEZERTZNWnlFQW9xT2w1THYydXpiMXdvVTh3ZWQ0RUtGRTFfek94WHFRcVFmWldQOFdEMUczbEwyaG9JRGptUXozN09vVGFmSWtoZlRiVDdaakhWdmc?oc=5,detikFinance,2025-09-24 07:00:00,"Demam Padel Mulai Surut, Industri Terancam Bangkrut&nbsp;&nbsp;detikFinance",padel trend Indonesia,google_news_180d,"Demam Padel Mulai Surut, Industri Terancam Bangkrut&nbsp;&nbsp;detikFinance"
Tren Padel di Malang: Ini Daftar Harga Sewa Lapangan dan Lokasinya - Malangtimes,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPX3BZT1J0amRRNzZjRE5tbHVPc1RURXRYc0ZLdTFBVzROWkQtZnQ3WE5JRnE1NXNxdklfamdlODRkRVFGTGwyRDZoY3BvRi1lODRRWnpYZkFHMVFrV1A3VmpLWVh4cklGOVZBdU9YMlpOV3FUUEVQSU5TSk45c1M0aktmQjFmLXZQZjNJS0VlVHdmR2RJcUo2NDBJVGdOdUNZZ0tuTmJPZERvbWVyM2JqUFVkVGFxV3kx0gG-AUFVX3lxTE93RDZwQnNMX2d5NkNOSTl6NldxaFp0Q1JQakpoTWFYSHVaOE9HUjN4X2lNak5CZks3V2VvamswZ2VPLVgzTFcxeEN4Ul8wRUt1Y0kxU09kRVc3eUpReWhOWWhma2w1Zl91bXAxUldXR1VIcFRyUTk4SXBrSTlFem9lWGF4ZEtXTVgxWFRkT1NObGUtQzg2TDdNTUM3YmtjdGZWOUN4bm1aTGpSQktONmZ5NnFIY2hWZnFubHl1Qnc?oc=5,Malangtimes,2025-09-12 07:00:00,Tren Padel di Malang: Ini Daftar Harga Sewa Lapangan dan Lokasinya&nbsp;&nbsp;Malangtimes,padel trend Indonesia,google_news_180d,Tren Padel di Malang: Ini Daftar Harga Sewa Lapangan dan Lokasinya&nbsp;&nbsp;Malangtimes
"Lesu di Sejumlah Negara, Hype Olahraga Padel Kian Meredup? - KapanLagi.com",https://news.google.com/rss/articles/CBMisgFBVV95cUxPWm0zOEVHSjg5aWRwSzJPT0RfekpUcVBONTk5cVRHVC1hZl9PNXFVSmpPWHlpZ3lzWm0wV1p6Ynhtak9ueUFkQXdCcGZRdWU5cE12OTRDMUx1eXQyX3QxWVJ2TzFWSTN0ZTAwMTJxR0FzeHgxVFpXTXJVdWlzM2dUM1VURTk0RWJ1Uk9hMzJFdEJSMDYtaUFBMkZRUU9IRHBHbHZsVk11SlpQTHI5STN0SktR0gG3AUFVX3lxTE5ad09sLTJUUTI1MGxvUE9Kb19iX1o5MURCZXg5OFdTcWlta1NLT0JlWXBUUWNwUDhVLWpMWGJLdXVmVFJGRW81LUFSOENJVnV4MVJucFZoeGZEQURJMGpTNmlfTnlPZ3I5RjZqQjQ5VThnT2thdXcwRnVEYVd3QW96MWFpcHd6ZmZNbHBsc0tMc2VVcHYtc3RZNENzYUh4V3F1NnhudnpJM1NkVnZad3BFc1VaUEVMYw?oc=5,KapanLagi.com,2025-10-01 07:00:00,"Lesu di Sejumlah Negara, Hype Olahraga Padel Kian Meredup?&nbsp;&nbsp;KapanLagi.com",padel trend Indonesia,google_news_180d,"Lesu di Sejumlah Negara, Hype Olahraga Padel Kian Meredup?&nbsp;&nbsp;KapanLagi.com"
"Wardah Padel Open 2025, Ajang Olahraga Modest Pertama untuk Perempuan Indonesia - Nakita Grid",https://news.google.com/rss/articles/CBMiwwFBVV95cUxPTVhiSElZM1Q4ZlpiNElYdGozblBpTWVPMFAyajlPZUJFbGhxU0RmSVVTcDBMUXE2YjdmbUd1T2lfbGpiYUJRTG1RRmRTQjk4LVlqZXRHVVA3YVhNUXFHNkVMcnZSaVk3Q3B5NFZURFkxdnVaZWdkcmxfb2U3MTVYUGR3M3FtaC1yUkVGSFJFbWJ5d2RDdWRoYzcweEJsUUVrdEVtRUIyMlhxdkxsTFpTQ2tsV0JMVjBXN1BZMjRBdnUxX0HSAcIBQVVfeXFMTm55LUh1WDUyWjgzdjFybTZNNUlkUVNjODZsZ0x2QWF4VkFiUVFUVmRfOGtlcFJ3LXg5WjlDU0NKcDEtdmM1NExNNThNUVZrTF9FSXYtTjFpbXhQMTZ6RDExWUZ5OEg2SzBuZUZEbFQ5LWlZUm1yUmt5M3RQY2F0ZE8wVjBkZ1VyWm1ta2Y5MVBCTkRxSVM3Qk9TOGp6X05GdW10SE9DSjBWVl9EaTRXSERiYW9jcV9MMU1ubTdLMU1ZNHc?oc=5,Nakita Grid,2025-11-10 08:00:00,"Wardah Padel Open 2025, Ajang Olahraga Modest Pertama untuk Perempuan Indonesia&nbsp;&nbsp;Nakita Grid",padel trend Indonesia,google_news_180d,"Wardah Padel Open 2025, Ajang Olahraga Modest Pertama untuk Perempuan Indonesia&nbsp;&nbsp;Nakita Grid"
"Verrell Bramasta hingga Al Ghazali, 8 Potret Artis Main Padel - Olahraga yang Sedang Nge-trend - KapanLagi.com",https://news.google.com/rss/articles/CBMi5gFBVV95cUxNcHBQSGthX2E0NlVOdjRSWTVBTUNJaS1CSmU2ZVNOYUdnWWlFZXk1S05CZ3FnWjg3d2F2aldkWWxEMS1JWGxGbXlyaHYxSEdYMG9qVl90eUVmN2NGM2k5SFh1VC0xOEp1X3JWUjRNXzlkV21uMUNrRWJ1c1lTUkpzUEszektOT0Q1ZENuWl9xeWI0TzdZSFBHQl9PMUFudWpRVW1lTlZmVTJoZ1VPaXdnQl96RUlWSjk5eUszMk1KS0tUNWZ5NTlrT1ozQmdlZE5ZQ0pnaHRESDdkMVFITmh5ZnpLc181QdIB6wFBVV95cUxNNTluUWUxbjZjd3JfNEdlRXRmRGFRNXRVS3ZNRHJLRm5kYzJ6cFNJZmV2T3VtTGtmTXVtUkwtZHdrY21QODJwSURiVHFyYWM3N2UtbFV6dEFrc3dGUDFuS3Z3VnlSam1GNUNSZkhzV1BtNmpYUXViNlN5TVRKcVVSbWR3dUItSE40ODBjTi1tbFNyZU1kbmlhM2FVYnN6VFN3emk3MTFBeFNmWDd5T3R4Y0d5dDJBZTFDZkE1c0x1ZTMwNmtaZTk2VDNhc1FHa1RZVTg0SW5ycE51ZTFrWmhWdGN5RnBBOXhQbWRB?oc=5,KapanLagi.com,2025-09-02 07:00:00,"Verrell Bramasta hingga Al Ghazali, 8 Potret Artis Main Padel - Olahraga yang Sedang Nge-trend&nbsp;&nbsp;KapanLagi.com",padel trend Indonesia,google_news_180d,"Verrell Bramasta hingga Al Ghazali, 8 Potret Artis Main Padel - Olahraga yang Sedang Nge-trend&nbsp;&nbsp;KapanLagi.com"
"Padel Semakin Berkembang Pesat di Indonesia, 3 Hal Ini Buktinya - Good News From Indonesia",https://news.google.com/rss/articles/CBMirwFBVV95cUxQWThYSnBld3QwaHA1X1lvOHhieXRJLVdBNFQyX2ZCSlVmUVBCTW9zRzkwNDBjQnQ4ejlidDQwTFFqWGZwekFLaGd2V1NtZS1tWnY0QU9yRkh6ME9uVnVFdXEyTE9weV91ZWMySmtYUnZqYlJFOWpYRDlBbm1QMGlJOVVLSjduWUhMdHlOVkI1VS0tcjBTZElLUEExeDRMcy15TGpHRUplWXRhLTJsRGR3?oc=5,Good News From Indonesia,2025-09-19 07:00:00,"Padel Semakin Berkembang Pesat di Indonesia, 3 Hal Ini Buktinya&nbsp;&nbsp;Good News From Indonesia",padel trend Indonesia,google_news_180d,"Padel Semakin Berkembang Pesat di Indonesia, 3 Hal Ini Buktinya&nbsp;&nbsp;Good News From Indonesia"
Pasar Padel di Swedia Dihantui Kebangkrutan setelah Sensasi Meredup - Bisnis.com,https://news.google.com/rss/articles/CBMitwFBVV95cUxOV3VyVHUzVzl3QldIakN0WWh1enlWQjlXcHVWSU9VNjVkekFjXzE4Mldhb0lTeGVReVpwQVdUa0FxdlNBeUQyVDlVNmlEajVNYVVfeUVFdkoyaGdLSks3VWFzY1Q3dVdnQmREUS0yeThXUzdZWHQ5Mml6Sm1VMUpKck1PYUhqUXlWbmRqdTh6UzhLZTNsV1prd1h3YVBrc0Z3WXlpX0tyVVlGbE5iaXhnQXczNmU3UkU?oc=5,Bisnis.com,2025-09-23 07:00:00,Pasar Padel di Swedia Dihantui Kebangkrutan setelah Sensasi Meredup&nbsp;&nbsp;Bisnis.com,padel trend Indonesia,google_news_180d,Pasar Padel di Swedia Dihantui Kebangkrutan setelah Sensasi Meredup&nbsp;&nbsp;Bisnis.com
"WOW Lagi Hype Banget! Potret 14 Artis Cantik, Seleb dan Influencer Main Padel, Nomor Terakhir Bikin Melongo - tvOneNews",https://news.google.com/rss/articles/CBMi5wFBVV95cUxOSDlQMmVHZEl5c3FNSWQ4ei11c3hQb05ISWhXazREcnNGZUtZVm1CWU5RSkhKemhrZVVqTHFqOERaRC00cVhhSTZoN0ZJWmlNOVZyRDBXSi1FUXF2ek1TLWp0WkVsRkFmOHBWZ0RseEk5X0IxUG1TcFY5LURTNGd6N3ptSFRZLUVwSWpVWkZLNlVvNXVYMThtTlVqTmszbUJ6bksycGRGdV85TGRZUnY4eWl3T0lFOFcteXRMMXE4V0ZMdkZ5Q1VhMEZhS2NzMjJxT1RWQkpNNndON2ZzVXV0M1I5YVR4bmPSAeABQVVfeXFMTWMwd3JJRkg2Qm9peXlaM2tTWENlaWJVcVVKRHJiR05VbW54Ul9zMlJad2hfbm5rb0ZTOW9HalRnbHdTRnVKZ1Vlem5tR09fMXlLaGxVazBlM3N0VU1RenpNVjZhdEZvc2RQRHVXMzczdzhIVFQyT2dna0pWVnlRWkR4SmR4X0lRbGN6VkpVYVM0ajFKdEZEeHE1b0R1RGlHUUE5aDVUYVZFRDFzRlVrQ0ZkOUhNejRUb0p5TFp2dTdyNHdJTDVaZl9IejFRbENoZXRONmx1Ti1hNG1wQUIxeDk?oc=5,tvOneNews,2025-11-01 07:00:00,"WOW Lagi Hype Banget! Potret 14 Artis Cantik, Seleb dan Influencer Main Padel, Nomor Terakhir Bikin Melongo&nbsp;&nbsp;tvOneNews",padel trend Indonesia,google_news_180d,"WOW Lagi Hype Banget! Potret 14 Artis Cantik, Seleb dan Influencer Main Padel, Nomor Terakhir Bikin Melongo&nbsp;&nbsp;tvOneNews"
Timnas Padel Indonesia Perempuan Melaju ke Semifinal FIP Asia Cup 2025 dengan Clean Sweep - tvOneNews,https://news.google.com/rss/articles/CBMixwFBVV95cUxON3F6Ry1wR3IyQlVuZkRMMjJBQlVlRGxOdW1pOXpsdl9OeUs5ajJzMlRNMjRrbEJfM18wS0xibE9LSWtTaUN2ZTc0ZXVPZ0lqSmhBMV9wdUxKZUdvUmoyMy0zdlMwQmlJc203Rk4yX1VIcE8wbUpjeHdRQlp3Y1AxNUdpa0NfTFdxbkJsUzd2RzN0cW5Nek1ZSjUzLTczVEdVYzBtUUpGRXowZ284Y2QtMV91WE1uQnQ1eVJLT3VDYlZDYkRQYnFR0gHMAUFVX3lxTE1XamF3dm1GNU1iN2JYYnRsWUtyclYyTlZmNXpsVWVLWjRDT2M2bUFvdVBTQXd4d0w0Mzd1dVlhNl9ZSUZpaXBCQVpPb2ktRnc1dkNfVHN1Zm1Ubm9mcnVQMWw1OW9pZmhVd0w0UXNLcnZOSWRMeWZUMEQ3ckx1b3h2dmlkQnVTWEJUcHA1Q2gzVzNOeW9MRkdjS1N3YW55YmF5c0c0TlFLUHVUVmt6V2ppY1cyT1V6VlBDeWd4U3Qtanc2S1pGejI0a1Fzbg?oc=5,tvOneNews,2025-10-22 07:00:00,Timnas Padel Indonesia Perempuan Melaju ke Semifinal FIP Asia Cup 2025 dengan Clean Sweep&nbsp;&nbsp;tvOneNews,padel trend Indonesia,google_news_180d,Timnas Padel Indonesia Perempuan Melaju ke Semifinal FIP Asia Cup 2025 dengan Clean Sweep&nbsp;&nbsp;tvOneNews
Lari Jadi Tren Olahraga Favorit Masyarakat Indonesia 2025 - RRI.co.id,https://news.google.com/rss/articles/CBMiogFBVV95cUxPZ0xTZ1RFb3FfaXNjNDFzRU0yVGJOSVFRa181OTFIbERjcjdzcVVuZkRHajQ3dEZCaXNidk8tMmgxMVkxM1VEV1N5Wk1FdUdLa3V2cjhwV3RCYjctUE51d01jTWcyQzR5bmFlZjBLSElMOVFRc2pFaGljUUlXMHM3N09vRVFxVERGam40YVJQYTZjVl90MFdnWWZDdGJxbzZtQ2c?oc=5,RRI.co.id,2025-11-06 08:00:00,Lari Jadi Tren Olahraga Favorit Masyarakat Indonesia 2025&nbsp;&nbsp;RRI.co.id,padel trend Indonesia,google_news_180d,Lari Jadi Tren Olahraga Favorit Masyarakat Indonesia 2025&nbsp;&nbsp;RRI.co.id
Trend Olahraga Viral Yang Hype Di Tahun 2025 - RRI.co.id,https://news.google.com/rss/articles/CBMijgFBVV95cUxNNkRzZ3VrZ2F0RGJTVzRGSm9OSVA5cHZtMWxBUkNTc2lTeDhoU2VabFBwbHk3bENGZElYa0dlbDhYZGpPMXQxRWVubUlqc3BSdG1mNmVSN1llUXFsejRqNGRwUVRpbjVzU2lBUnYxaklLUXM1aVRkcE1FTzlqSnQ4QWNqV2wzUUNqVzlCaDJR?oc=5,RRI.co.id,2025-10-14 07:00:00,Trend Olahraga Viral Yang Hype Di Tahun 2025&nbsp;&nbsp;RRI.co.id,padel trend Indonesia,google_news_180d,Trend Olahraga Viral Yang Hype Di Tahun 2025&nbsp;&nbsp;RRI.co.id
Lari Jadi Olahraga Favorit Publik Indonesia 2025 - GoodStats,https://news.google.com/rss/articles/CBMiowFBVV95cUxNYnJZbW9jUXBxU3JkUlJsY1pqQzE3RHIwTms2b21nM1p0LWtJNDh3bFpYbmdIYTU2c2t2NW1QSDAyQnVFZ3JYM0VlcjcxRTdxUFpidkdMWWNYcVVkMlpSWmhTSnZwOS15a1Q3dWFhWUp3czhzZDdzcERxVGpvOGwycEVYTnJEYjdnVGVGRTlqZnB0S28zRmtfdlF6REtoUVRINlhB?oc=5,GoodStats,2025-11-03 08:00:00,Lari Jadi Olahraga Favorit Publik Indonesia 2025&nbsp;&nbsp;GoodStats,padel trend Indonesia,google_news_180d,Lari Jadi Olahraga Favorit Publik Indonesia 2025&nbsp;&nbsp;GoodStats
Potret Keseruan Nola Be3 dan Naura Ayu Saat Lakukan Olahraga Padel - KapanLagi.com,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOejRxVkl4THpfNE5lM0hHTnIwcHVzUmJjdVYyaktJZWlDdkREdkdUNzkxdzdtazRfa2pwZzJFNy1DNDI2Rjk0Yi1yTnQ2cmhUTjNLcThrTjB4aHF0bGJaaE53cHJuTkkwRFBKOHhnTjhZaHJNR1FtY1pmSW41Y3NMY2k5MVM0R05BbTg3djlTTUtSZm9GUzNpNEJXTXZiVkZscVN6WmxvZm04WnhzNEhJU3FqUENnakFxZ3o5R196YzBLUdIBxwFBVV95cUxNMDlDdHFIR2phelhBZGZ5VjFxaDRMekcwM3RYUmtnR2t6VmgxLVJrbmJ4dFJid2FDbWpaTlVWXzhjSzF6RlU1NXVTaVMyNFRfRTU1eDNNeEpYQ3pkMFRWRlc1bm40WmMyM3FRWFM1bmVkQVpIRmlDYlJRSVVybTk4UzJ0eU5kMnczLVNYM1dMUDNQMUlReDNMdmdQY3hzMjhsNDFzTklvTVFnRUo3Z3VVS1BiRWpYb2MxVy1yZDIzcVNDdURrbHpJ?oc=5,KapanLagi.com,2025-09-02 07:00:00,Potret Keseruan Nola Be3 dan Naura Ayu Saat Lakukan Olahraga Padel&nbsp;&nbsp;KapanLagi.com,padel trend Indonesia,google_news_180d,Potret Keseruan Nola Be3 dan Naura Ayu Saat Lakukan Olahraga Padel&nbsp;&nbsp;KapanLagi.com
"| Sibuk Main Padel, Quaker 3in1 Solusi Gaya Hidup Aktif - jurnas.com",https://news.google.com/rss/articles/CBMimAFBVV95cUxQdGZ1bGlUdWxmWV9KT0RYb1hKY0pwUXdmbmV2Z1o5MzE3dTZaRTZpX1NuVGVPdFBUVGRJWDFNZ1BCcmNaeTliNmkxdE9Ka0E2d0V2M3NkYTFtQUdVQWtMamhESGcxeTl0d25VVmRWYXh1aHd1UzJZUnhCTjA4SXBBNFJ6cVcydmNYMHNwWXV2UXV1ZnU2ZU15YQ?oc=5,jurnas.com,2025-10-29 07:00:00,"| Sibuk Main Padel, Quaker 3in1 Solusi Gaya Hidup Aktif&nbsp;&nbsp;jurnas.com",padel trend Indonesia,google_news_180d,"| Sibuk Main Padel, Quaker 3in1 Solusi Gaya Hidup Aktif&nbsp;&nbsp;jurnas.com"
"Padel dan Kesehatan Mental Gen Z, Olahraga yang Jadi Ruang Healing - Yoursay.id",https://news.google.com/rss/articles/CBMitAFBVV95cUxNR3p1Z2x1WUVzMktjcnpSMGVmYk1VQmlzY1JYR0drdFBrb3pJZmlBTERkT1U5RHRxQXgwYS13U3Q5anZueGJIUHdJOGVHcHBEOEZLSVFtS1l0QzlnaTBCUUw5dU5YTlpCcmdJTkhjeDZHdWwzWm54YXh2RVQ3NFFqUFh6N1JsamZXSWYxbkxjdXlkNlV3WXdsZWFib3o2U3VIZDZ3cVZCZ001Y0VhVE9yZHVzVnrSAboBQVVfeXFMUFBIU1M2Mmt5QWJQenNEZU9IZ00xOWNNaHh2Z1poYTVoZkczOFl2aHhpbGRqM25TNjdUejllRElTT1BSX01oaTJNZ0l4c2N5cVJZRXpnU050LUJpWnJPenkxZjItVWJVTGpIb1UzbVd3N05lZmdjVzZoVXE5MFdmZGNHd19hSWExU2hrSUFpYVQ5MHU2N1V6MlQ5ZHpHejVzazI1N0hta0VLNWhDbkFiWGcwNVZsMUdZdHZB?oc=5,Yoursay.id,2025-09-23 07:00:00,"Padel dan Kesehatan Mental Gen Z, Olahraga yang Jadi Ruang Healing&nbsp;&nbsp;Yoursay.id",padel trend Indonesia,google_news_180d,"Padel dan Kesehatan Mental Gen Z, Olahraga yang Jadi Ruang Healing&nbsp;&nbsp;Yoursay.id"
"Industri Padel Terpuruk, Banyak Lapangan yang Tutup dan Berubah Jadi Gudang - VIVA.co.id",https://news.google.com/rss/articles/CBMisgFBVV95cUxQZGN0NjRpLU40b0ZFS1NuN1Zub1d6clJCcUNrbFRrV0RTSHRyeDY5LVpkZGNYWlhMNU1kZ0VJMkxiUFRtaWlEU0swN2pIZXZCaW9iTHdzUUQ1dGdCRm9MRzJNUVdGQmhBeTVRd0gtY1Q2bDF3SkNMZVFlbGlVWTY0VnpBZDFWVUVTa2g4NnA4M0V2enI2cUlpTEVYTXhwRnVaUEJtRUxkdF9GbzVWOUVad3Z30gG3AUFVX3lxTE5DbV9fMDhlWFAwN1JRa0dGb204anBmRGduU3I2OWhpclQzam5MMUZ5cGZXV3F6dUd2ZlZ4NHVJekRlbV9TNDZWNHNYUV9Ld204WlZpV3ZocTV1ZTRBekhocnJOVkZ2NVpKUzZYbUxfdUtpa1hsbmM1ZUdVNjEwa1VHZzhCdnFoT29VMlNHMzctSXdyWEE5QUpkZmRVUjNXSnZQakdJX3lNUnk5U2t2M2c5NFQ2VzRPRQ?oc=5,VIVA.co.id,2025-09-27 07:00:00,"Industri Padel Terpuruk, Banyak Lapangan yang Tutup dan Berubah Jadi Gudang&nbsp;&nbsp;VIVA.co.id",padel trend Indonesia,google_news_180d,"Industri Padel Terpuruk, Banyak Lapangan yang Tutup dan Berubah Jadi Gudang&nbsp;&nbsp;VIVA.co.id"
"5 tren 2026 di Indonesia: Bisnis, olah raga, fashion, rambut hingga desain grafis - Sukabumi Headline",https://news.google.com/rss/articles/CBMiqwFBVV95cUxPbTZDUmlsN1BUY2NYQXZaS3k3R3dtdEtDbjh0MC13NU9uYzNqdnJyR1NXaEZXNlJjRVdac2RuVGN3WVN3WXFFcHJzWWVMeF80MkhiVWpRRGE4bDlkWl9KaUhfVjVLLXRDXzA3U09UUVNFVXlDdDJlSmRrMFdYVFMwSDlXZDdvbktPSGd6R3F3M1pLT2x3N1lISHFGZWRibnlmSUxBNHNTS3dkTjA?oc=5,Sukabumi Headline,2025-11-27 08:00:00,"5 tren 2026 di Indonesia: Bisnis, olah raga, fashion, rambut hingga desain grafis&nbsp;&nbsp;Sukabumi Headline",padel trend Indonesia,google_news_180d,"5 tren 2026 di Indonesia: Bisnis, olah raga, fashion, rambut hingga desain grafis&nbsp;&nbsp;Sukabumi Headline"
"Wardah Padel Open 2025, Kompetisi Padel Khusus Perempuan Pertama di Indonesia - Kompas.com",https://news.google.com/rss/articles/CBMiygFBVV95cUxQV05kY2FHR2lkT2ZHaWhrbmtzUGhWWjF4dFdhanVWSTA4cFlOQ0ZaRFpjaVRwOTgwWXcwcjREbjNqNG52M20xVkt0RHRkd2ZMeFlZc1RIcE5OLUNablBJN0NRNE9pcEhCS0U2WkpzRVktMExnZy05aXpPYjhHa3p1SXhMcGZnVXZ3UHpMdHdudm5IM2dFNWpxNjZRbVpLMzNKdDQ4UjVLWnJNTTZoeG9WbmpuMS03SkhGNzIwUWJITmt1TV9oQ1g3Nk5B?oc=5,Kompas.com,2025-11-08 08:00:00,"Wardah Padel Open 2025, Kompetisi Padel Khusus Perempuan Pertama di Indonesia&nbsp;&nbsp;Kompas.com",kompetisi padel,google_news_180d,"Wardah Padel Open 2025, Kompetisi Padel Khusus Perempuan Pertama di Indonesia&nbsp;&nbsp;Kompas.com"
"Hasil Kompetisi Padel Clash, Pemenangnya Anak Rantau atau Akamsi? - IDN Times",https://news.google.com/rss/articles/CBMiogFBVV95cUxQQWNncTY2em5fZEw4RzRuaUNtTFpLQmc4S2tfbC1YQWZ2RUFVUXdscmlXR3FGTl9zRi1iM05Cc2lsWkxvbS1JZG5qczVya0lmTndYSTJRNk94MldROE12UnRKVUtRQlV1VTk0SmtsaDJ2OXZ3ZXc1dlRsYllQOG5qZEUxRTJxU3dWaEdLOFkwanpzZk1LTVVFN3FqQ2hjR1JKdXfSAacBQVVfeXFMTW5RUW83M0ltX256d1M1RjRfdld2TjlWMDV0Tlkyb3ZpRm1PVS0wSVFBMjVYbjdkRmV3eFBLdk1aaUNKc1lTOGg5MHFpTGhpTlBoVFNESXdsS1NqUnc0YWNfWUxidTlka2o1ZkJLTkwwMS1GRTRCd1R1NlNMdnhUOGdwRlFja0QwVXBNTUIydnZrUFBpYjZldURtcEpkaC1nWGd6WVpaQjA?oc=5,IDN Times,2025-10-05 07:00:00,"Hasil Kompetisi Padel Clash, Pemenangnya Anak Rantau atau Akamsi?&nbsp;&nbsp;IDN Times",kompetisi padel,google_news_180d,"Hasil Kompetisi Padel Clash, Pemenangnya Anak Rantau atau Akamsi?&nbsp;&nbsp;IDN Times"
